Bank,Golongan,Group,Season,Month,Step,NFR
Right,1,Right_Golongan 1,MT-3,1,6,0.0
Right,1,Right_Golongan 1,MT-3,2,1,0.0
Right,1,Right_Golongan 1,MT-3,2,2,0.0
Right,1,Right_Golongan 1,MT-3,2,3,0.0
Right,1,Right_Golongan 1,MT-3,2,4,0.0
Right,1,Right_Golongan 1,MT-3,2,5,0.0
Right,1,Right_Golongan 1,MT-3,2,6,0.0
Right,1,Right_Golongan 1,MT-3,3,1,0.0
Right,1,Right_Golongan 1,MT-3,3,2,0.0
Right,1,Right_Golongan 1,MT-3,3,3,0.0
Right,1,Right_Golongan 1,MT-3,3,4,0.0
Right,1,Right_Golongan 1,MT-3,3,5,0.0
Right,1,Right_Golongan 1,MT-3,3,6,0.0
Right,1,Right_Golongan 1,MT-3,4,1,0.0
Right,1,Right_Golongan 1,MT-3,4,2,0.0
Right,1,Right_Golongan 1,MT-3,4,3,0.0
Right,1,Right_Golongan 1,MT-3,4,4,0.0
Right,1,Right_Golongan 1,MT-3,4,5,0.0
Right,1,Right_Golongan 1,MT-3,4,6,0.0
Right,1,Right_Golongan 1,MT-3,5,1,0.0
Right,1,Right_Golongan 1,MT-3,5,2,0.0
Right,1,Right_Golongan 1,MT-3,5,3,0.0
Right,1,Right_Golongan 1,MT-3,5,4,0.0
Right,1,Right_Golongan 1,MT-3,5,5,0.0
Right,1,Right_Golongan 1,MT-3,5,6,0.0
Right,1,Right_Golongan 1,MT-3,6,1,0.0
Right,1,Right_Golongan 1,MT-3,6,2,0.0
Right,1,Right_Golongan 1,MT-3,6,3,0.0
Right,1,Right_Golongan 1,MT-3,6,4,0.0
Right,1,Right_Golongan 1,MT-3,6,5,0.0
Right,1,Right_Golongan 1,MT-3,6,6,0.0
Right,1,Right_Golongan 1,MT-3,7,1,0.0
Right,1,Right_Golongan 1,MT-3,7,2,0.0
Right,1,Right_Golongan 1,MT-3,7,3,0.0
Right,1,Right_Golongan 1,MT-3,7,4,0.0
Right,1,Right_Golongan 1,MT-3,7,5,0.0
Right,1,Right_Golongan 1,MT-3,7,6,0.0
Right,1,Right_Golongan 1,MT-3,8,1,0.0
Right,1,Right_Golongan 1,MT-3,8,2,0.0
Right,1,Right_Golongan 1,MT-3,8,3,0.0
Right,1,Right_Golongan 1,MT-3,8,4,0.0
Right,1,Right_Golongan 1,MT-3,8,5,0.0
Right,1,Right_Golongan 1,MT-3,8,6,0.0
Right,1,Right_Golongan 1,MT-3,9,1,0.0
Right,1,Right_Golongan 1,MT-3,9,2,0.1095679012345679
Right,1,Right_Golongan 1,MT-3,9,3,0.22723765432098764
Right,1,Right_Golongan 1,MT-3,9,4,0.33217592592592593
Right,1,Right_Golongan 1,MT-3,9,5,0.355787037037037
Right,1,Right_Golongan 1,MT-3,9,6,0.3623148148148148
Right,1,Right_Golongan 1,MT-3,10,1,0.41313657407407406
Right,1,Right_Golongan 1,MT-3,10,2,0.468125
Right,1,Right_Golongan 1,MT-3,10,3,0.5451890432098765
Right,1,Right_Golongan 1,MT-3,10,4,0.6055555555555556
Right,1,Right_Golongan 1,MT-3,10,5,0.6325
Right,1,Right_Golongan 1,MT-3,10,6,0.5605092592592592
Right,2,Right_Golongan 2,MT-3,11,1,0.5317592592592593
Right,2,Right_Golongan 2,MT-3,11,2,0.41959490740740746
Right,2,Right_Golongan 2,MT-3,11,3,0.4766898148148147
Right,2,Right_Golongan 2,MT-3,11,4,0.49870370370370376
Right,2,Right_Golongan 2,MT-3,11,5,0.10195601851851857
Right,2,Right_Golongan 2,MT-3,11,6,0.0
Right,2,Right_Golongan 2,MT-3,12,1,0.0
Right,2,Right_Golongan 2,MT-3,12,2,0.0
Right,2,Right_Golongan 2,MT-3,12,3,0.0
Right,2,Right_Golongan 2,MT-3,12,4,0.0
Right,2,Right_Golongan 2,MT-3,12,5,0.0
Right,2,Right_Golongan 2,MT-3,12,6,0.0
Right,2,Right_Golongan 2,MT-3,1,1,0.0
Right,2,Right_Golongan 2,MT-3,1,2,0.0
Right,2,Right_Golongan 2,MT-3,1,3,0.0
Right,2,Right_Golongan 2,MT-3,1,4,0.0
Right,2,Right_Golongan 2,MT-3,1,5,0.0
Right,2,Right_Golongan 2,MT-3,1,6,0.0
Right,2,Right_Golongan 2,MT-3,2,1,0.0
Right,2,Right_Golongan 2,MT-3,2,2,0.0
Right,2,Right_Golongan 2,MT-3,2,3,0.0
Right,2,Right_Golongan 2,MT-3,2,4,0.0
Right,2,Right_Golongan 2,MT-3,2,5,0.0
Right,2,Right_Golongan 2,MT-3,2,6,0.0
Right,2,Right_Golongan 2,MT-3,3,1,0.0
Right,2,Right_Golongan 2,MT-3,3,2,0.0
Right,2,Right_Golongan 2,MT-3,3,3,0.0
Right,2,Right_Golongan 2,MT-3,3,4,0.0
Right,2,Right_Golongan 2,MT-3,3,5,0.0
Right,2,Right_Golongan 2,MT-3,3,6,0.0
Right,2,Right_Golongan 2,MT-3,4,1,0.0
Right,2,Right_Golongan 2,MT-3,4,2,0.0
Right,2,Right_Golongan 2,MT-3,4,3,0.0
Right,2,Right_Golongan 2,MT-3,4,4,0.0
Right,2,Right_Golongan 2,MT-3,4,5,0.0
Right,2,Right_Golongan 2,MT-3,4,6,0.0
Right,2,Right_Golongan 2,MT-3,5,1,0.0
Right,2,Right_Golongan 2,MT-3,5,2,0.0
Right,2,Right_Golongan 2,MT-3,5,3,0.0
Right,2,Right_Golongan 2,MT-3,5,4,0.0
Right,2,Right_Golongan 2,MT-3,5,5,0.0
Right,2,Right_Golongan 2,MT-3,5,6,0.0
Right,2,Right_Golongan 2,MT-3,6,1,0.0
Right,2,Right_Golongan 2,MT-3,6,2,0.0
Right,2,Right_Golongan 2,MT-3,6,3,0.0
Right,2,Right_Golongan 2,MT-3,6,4,0.0
Right,2,Right_Golongan 2,MT-3,6,5,0.0
Right,2,Right_Golongan 2,MT-3,6,6,0.0
Right,2,Right_Golongan 2,MT-3,7,1,0.0
Right,2,Right_Golongan 2,MT-3,7,2,0.0
Right,2,Right_Golongan 2,MT-3,7,3,0.0
Right,2,Right_Golongan 2,MT-3,7,4,0.0
Right,2,Right_Golongan 2,MT-3,7,5,0.0
Right,2,Right_Golongan 2,MT-3,7,6,0.0
Right,2,Right_Golongan 2,MT-3,8,1,0.0
Right,2,Right_Golongan 2,MT-3,8,2,0.0
Right,2,Right_Golongan 2,MT-3,8,3,0.0
Right,2,Right_Golongan 2,MT-3,8,4,0.0
Right,2,Right_Golongan 2,MT-3,8,5,0.0
Right,2,Right_Golongan 2,MT-3,8,6,0.0
Right,2,Right_Golongan 2,MT-3,9,1,0.0
Right,2,Right_Golongan 2,MT-3,9,2,0.0
Right,2,Right_Golongan 2,MT-3,9,3,0.0
Right,2,Right_Golongan 2,MT-3,9,4,0.0
Right,2,Right_Golongan 2,MT-3,9,5,0.11188271604938271
Right,2,Right_Golongan 2,MT-3,9,6,0.21566358024691357
Right,2,Right_Golongan 2,MT-3,10,1,0.35011574074074076
Right,2,Right_Golongan 2,MT-3,10,2,0.34781249999999997
Right,2,Right_Golongan 2,MT-3,10,3,0.3649074074074074
Right,2,Right_Golongan 2,MT-3,10,4,0.3721643518518519
Right,2,Right_Golongan 2,MT-3,10,5,0.42101851851851846
Right,2,Right_Golongan 2,MT-3,10,6,0.3819984567901234
Right,3,Right_Golongan 3,MT-3,11,1,0.0
Right,3,Right_Golongan 3,MT-3,11,2,0.0
Right,3,Right_Golongan 3,MT-3,11,3,0.0
Right,3,Right_Golongan 3,MT-3,11,4,0.0
Right,3,Right_Golongan 3,MT-3,11,5,0.0
Right,3,Right_Golongan 3,MT-3,11,6,0.0
Right,3,Right_Golongan 3,MT-3,12,1,0.0
Right,3,Right_Golongan 3,MT-3,12,2,0.0
Right,3,Right_Golongan 3,MT-3,12,3,0.0
Right,3,Right_Golongan 3,MT-3,12,4,0.0
Right,3,Right_Golongan 3,MT-3,12,5,0.0
Right,3,Right_Golongan 3,MT-3,12,6,0.0
Right,3,Right_Golongan 3,MT-3,1,1,0.0
Right,3,Right_Golongan 3,MT-3,1,2,0.0
Right,3,Right_Golongan 3,MT-3,1,3,0.0
Right,3,Right_Golongan 3,MT-3,1,4,0.0
Right,3,Right_Golongan 3,MT-3,1,5,0.0
Right,3,Right_Golongan 3,MT-3,1,6,0.0
Right,3,Right_Golongan 3,MT-3,2,1,0.0
Right,3,Right_Golongan 3,MT-3,2,2,0.0
Right,3,Right_Golongan 3,MT-3,2,3,0.0
Right,3,Right_Golongan 3,MT-3,2,4,0.0
Right,3,Right_Golongan 3,MT-3,2,5,0.0
Right,3,Right_Golongan 3,MT-3,2,6,0.0
Right,3,Right_Golongan 3,MT-3,3,1,0.0
Right,3,Right_Golongan 3,MT-3,3,2,0.0
Right,3,Right_Golongan 3,MT-3,3,3,0.0
Right,3,Right_Golongan 3,MT-3,3,4,0.0
Right,3,Right_Golongan 3,MT-3,3,5,0.0
Right,3,Right_Golongan 3,MT-3,3,6,0.0
Right,3,Right_Golongan 3,MT-3,4,1,0.0
Right,3,Right_Golongan 3,MT-3,4,2,0.0
Right,3,Right_Golongan 3,MT-3,4,3,0.0
Right,3,Right_Golongan 3,MT-3,4,4,0.0
Right,3,Right_Golongan 3,MT-3,4,5,0.0
Right,3,Right_Golongan 3,MT-3,4,6,0.0
Right,3,Right_Golongan 3,MT-3,5,1,0.0
Right,3,Right_Golongan 3,MT-3,5,2,0.0
Right,3,Right_Golongan 3,MT-3,5,3,0.0
Right,3,Right_Golongan 3,MT-3,5,4,0.0
Right,3,Right_Golongan 3,MT-3,5,5,0.0
Right,3,Right_Golongan 3,MT-3,5,6,0.0
Right,3,Right_Golongan 3,MT-3,6,1,0.0
Right,3,Right_Golongan 3,MT-3,6,2,0.0
Right,3,Right_Golongan 3,MT-3,6,3,0.0
Right,3,Right_Golongan 3,MT-3,6,4,0.0
Right,3,Right_Golongan 3,MT-3,6,5,0.0
Right,3,Right_Golongan 3,MT-3,6,6,0.0
Right,3,Right_Golongan 3,MT-3,7,1,0.0
Right,3,Right_Golongan 3,MT-3,7,2,0.0
Right,3,Right_Golongan 3,MT-3,7,3,0.0
Right,3,Right_Golongan 3,MT-3,7,4,0.0
Right,3,Right_Golongan 3,MT-3,7,5,0.0
Right,3,Right_Golongan 3,MT-3,7,6,0.0
Right,3,Right_Golongan 3,MT-3,8,1,0.0
Right,3,Right_Golongan 3,MT-3,8,2,0.0
Right,3,Right_Golongan 3,MT-3,8,3,0.0
Right,3,Right_Golongan 3,MT-3,8,4,0.0
Right,3,Right_Golongan 3,MT-3,8,5,0.0
Right,3,Right_Golongan 3,MT-3,8,6,0.0
Right,3,Right_Golongan 3,MT-3,9,1,0.0
Right,3,Right_Golongan 3,MT-3,9,2,0.0
Right,3,Right_Golongan 3,MT-3,9,3,0.0
Right,3,Right_Golongan 3,MT-3,9,4,0.0
Right,3,Right_Golongan 3,MT-3,9,5,0.0
Right,3,Right_Golongan 3,MT-3,9,6,0.0
Right,3,Right_Golongan 3,MT-3,10,1,0.0
Right,3,Right_Golongan 3,MT-3,10,2,0.0
Right,3,Right_Golongan 3,MT-3,10,3,0.0
Right,3,Right_Golongan 3,MT-3,10,4,0.0
Right,3,Right_Golongan 3,MT-3,10,5,0.0
Right,3,Right_Golongan 3,MT-3,10,6,0.0
