Bank,Canal,CanalKey,ParentKey,ChildKey,ParentName,ChildName,Class,SectionName,BranchArea,Area_G1,Area_G2,Area_G3,Nov-1,Nov-2,Nov-3,Nov-4,Nov-5,Nov-6,Dec-1,Dec-2,Dec-3,Dec-4,Dec-5,Dec-6,Jan-1,Jan-2,Jan-3,Jan-4,Jan-5,Jan-6,Feb-1,Feb-2,Feb-3,Feb-4,Feb-5,Feb-6,Mar-1,Mar-2,Mar-3,Mar-4,Mar-5,Mar-6,Apr-1,Apr-2,Apr-3,Apr-4,Apr-5,Apr-6,May-1,May-2,May-3,May-4,May-5,May-6,Jun-1,Jun-2,Jun-3,Jun-4,Jun-5,Jun-6,Jul-1,Jul-2,Jul-3,Jul-4,Jul-5,Jul-6,Aug-1,Aug-2,Aug-3,Aug-4,Aug-5,Aug-6,Sep-1,Sep-2,Sep-3,Sep-4,Sep-5,Sep-6,Oct-1,Oct-2,Oct-3,Oct-4,Oct-5,Oct-6
Left,Cipelang MC.,L_M1,L_Cpl_08,L_Cpl_09,B.Cpl.2,B.Cpl.3.1,Other,sec09,34583.62999999999,11407.41,11460.889999999998,11715.329999999998,17.522343034122084,15.026502076421044,16.642334385627432,12.021801455904209,6.000716027734914,0.0,3.018153685661869,7.600790206111457,14.651164961698754,10.967365579938916,21.856714123144325,26.022080726362116,27.756825633958695,11.838988975903861,54.11894302683887,47.97907414852264,41.827129496234775,44.96862534190274,5.66253667909808,0.0,23.52315355759887,22.030468259322348,13.70670506318111,25.112356157121646,17.866373938060846,22.439816672382282,9.233740546053385,19.422447605107365,14.871939674842343,10.451132323757339,6.053307905378371,9.940157674611342,5.984629576522254,2.6784548253886626,0.0,0.0,0.0,0.0,0.0,7.921029944675332,9.639135809349792,23.69480229086533,33.90377883793724,40.88860624168676,46.72372602162776,51.71992644642149,57.26587881852891,64.28785451794873,62.86154147718608,60.68268970501015,56.71318521401598,50.419286863068706,49.75483170689015,52.64895860330573,56.43737309462401,52.04020337797452,49.702327690436384,46.6181742591164,42.26271107744268,37.57936258198303,33.46979292760964,27.167417905283116,24.71224940837668,19.98097468123666,15.639185403925664,14.073748807013034,15.90864132066495,15.436299438812192,15.679233049036203,16.838797459062075,18.75365594864539,16.0501663446645
Left,Cipelang MC.,L_M1,L_Cpl_09,L_Cpl_10,B.Cpl.3.1,B.Cpl.3,Other,sec10,34550.93999999999,11374.72,11460.889999999998,11715.329999999998,17.497194939986283,15.004935231481488,16.620183540452107,12.009717870941932,6.000716027734914,0.0,3.010148449310287,7.580630158481089,14.61230476750069,10.938276155487564,21.81794280421243,25.987607777820966,27.74459736267526,11.838988975903861,54.08540592871644,47.947715227644295,41.797481061949796,44.93274190810001,5.66253667909808,0.0,23.494766311585497,22.007224734641706,13.70670506318111,25.10334566758118,17.854710574024065,22.43820515403523,9.233740546053385,19.422447605107365,14.871939674842343,10.451132323757339,6.053307905378371,9.940157674611342,5.984629576522254,2.6784548253886626,0.0,0.0,0.0,0.0,0.0,7.900020505309693,9.613569331159692,23.631955096057617,33.83215224276987,40.82231028993147,46.66347064066631,51.67827570375172,57.22393379859578,64.24492682215397,62.8179472784228,60.63902106110584,56.67089073983261,50.37616473408209,49.71215099379859,52.60368457183067,56.38934459293077,51.998316162503826,49.66483011081104,46.59079070876918,42.24366450706588,37.568852679719654,33.462786326100726,27.163178911370224,24.701932187654805,19.96589297148872,15.623031684146858,14.057298707990402,15.889883772600392,15.41504526346497,15.654479952060464,16.81130355474109,18.724938691700945,16.02681964777664
Left,Cipelang MC.,L_M1,L_Cpl_10,L_Cpl_11,B.Cpl.3,B.Cpl.4,Other,sec11,34460.999999999985,11284.779999999999,11460.889999999998,11715.329999999998,17.42800498628258,14.945598369020068,16.559239918088423,11.976472302526293,6.000716027734914,0.0,2.9881236418015282,7.525163817585544,14.505388711637309,10.858242419324997,21.711271270877027,25.89276235133607,27.710953718770938,11.838988975903861,53.993135307574455,47.861437425753856,41.71590932198066,44.8340158133855,5.66253667909808,0.0,23.41666447902377,21.94327482305477,13.70670506318111,25.07855510688159,17.822621159479308,22.433771383459103,9.233740546053385,19.422447605107365,14.871939674842343,10.451132323757339,6.053307905378371,9.940157674611342,5.984629576522254,2.6784548253886626,0.0,0.0,0.0,0.0,0.0,7.842217232854954,9.543228277368998,23.45904360321561,33.635085984912656,40.63991023178309,46.49769000549735,51.5636820116221,57.10853046140443,64.12681984877435,62.698006555364664,60.51887551712435,56.554525949130436,50.25752281664382,49.59472354395291,52.479122124878515,56.25720377181451,51.883071862735314,49.561663016546625,46.515450344185844,42.19126167624026,37.53993678465792,33.44350906272624,27.15151616702866,24.673546417335874,19.92439866207514,15.578587953436983,14.012039549039784,15.838276128888975,15.356568648881636,15.586376754079494,16.73565957325961,18.64592890003428,15.962585878486518
Left,Cipelang MC.,L_M1,L_Cpl_11,L_Cpl_12,B.Cpl.4,B.Cpl.5,Other,sec12,34361.25999999999,11185.039999999999,11460.889999999998,11715.329999999998,17.351275989368997,14.879796071244861,16.49165578539381,11.939604246113399,6.000716027734914,0.0,2.9636989775706675,7.4636537793275775,14.386822918755241,10.76948808482584,21.592976644071676,25.787582422076525,27.673644211955104,11.838988975903861,53.89081073838722,47.765758662572274,41.62544940042716,44.724532372348975,5.66253667909808,0.0,23.33005255129743,21.872356831263794,13.70670506318111,25.05106332876088,17.787035233231883,22.428854502457728,9.233740546053385,19.422447605107365,14.871939674842343,10.451132323757339,6.053307905378371,9.940157674611342,5.984629576522254,2.6784548253886626,0.0,0.0,0.0,0.0,0.0,7.778115627399809,9.465222754741877,23.26729140957471,33.4165470861059,40.43763558424342,46.31384565869113,51.43660201548013,56.980552600036106,63.99584375888237,62.56499690762375,60.38563873085891,56.425481872805854,50.12595349437016,49.46450101951875,52.34098716313725,56.11066468466601,51.75527036775075,49.447254677854936,46.431900778213624,42.13314895279633,37.507870169431584,33.42213131924201,27.138582632220704,24.642067690055352,19.878383069225347,15.529301565834102,13.96184888288752,15.781045237363767,15.291720332909415,15.510852927454838,16.65177330782751,18.55831008058983,15.891353099422732
Left,Sumber SC.,L_M1_S01,L_Cpl_05,L_Sb_01,B.Cpl.1.4,B.Sb.1.1,Division,sec01,327.78000000000003,327.78000000000003,,,0.2521579166666667,0.2162490190972222,0.22210474247685183,0.12116113425925927,0.0,0.0,0.08026786085413642,0.20214317565867912,0.389648040814972,0.29167731864983854,0.3887568956713279,0.34565748157905085,0.12261189236111115,0.0,0.3362737847222222,0.31443337673611116,0.29728246527777774,0.3598003038194445,0.0,0.0,0.2846366319444445,0.2330609519675926,0.0,0.09034745370370367,0.11694761284722219,0.016158564814814813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21065995825233064,0.2563530199189774,0.6301637661080082,0.7181941071874758,0.6647441745594207,0.6041758571901346,0.41762864583333337,0.42057934027777777,0.43043255208333336,0.437115523726852,0.4378619791666666,0.42408328993055555,0.43238211805555554,0.4279560763888889,0.4539590711805556,0.48157792245370373,0.41999973958333325,0.3759852141203704,0.27457265625000005,0.1909784288194445,0.10538194444444443,0.07025462962962964,0.04250405092592592,0.10344994212962962,0.15122309027777778,0.16197204861111109,0.16494381944444444,0.18808042534722222,0.21311390624999998,0.2481973119212963,0.2756791666666667,0.287945625,0.23409545138888888
Left,Sumber SC.,L_M1_S01,L_Sb_01,L_Sb_02,B.Sb.1.1,B.Sb.1,Other,sec02,295.78000000000003,295.78000000000003,,,0.22754063271604946,0.19513739358281892,0.20042144343707133,0.10933260202331962,0.0,0.0,0.07243159400645699,0.18240865365893008,0.3516080832029179,0.2632018955099434,0.3508039374021153,0.31191216639652103,0.11064172775205766,0.0,0.30344456661522634,0.2837363602752058,0.26825983153292177,0.3246742750128601,0.0,0.0,0.2568485661008231,0.21030803701560358,0.0,0.08152715192043894,0.10553043177726334,0.014581061385459533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19009397294488486,0.2313261829020536,0.56864311043818,0.6480793612298236,0.5998475561388293,0.5451923089868144,0.3768570408950617,0.3795196694958848,0.38841094714506175,0.3944414839463307,0.3951150655864197,0.38268154095936213,0.390170183899177,0.38617624099794245,0.4096406555426955,0.4345631762259945,0.3789966531635802,0.33927910986796983,0.24776710069444446,0.1723338814943416,0.09509387860082304,0.06339591906721537,0.038354531035665294,0.0933504908264746,0.13645971579218108,0.14615929140946501,0.14884093878600826,0.16971879983281896,0.19230835069444444,0.2239666877786351,0.2487655864197531,0.2598345138888889,0.2112415419238683
Left,Barat MC.,L_M2,L_Cpl_12,L_Bt_01,B.Cpl.5,B.Bt.1.1,Division,sec01,18341.489999999994,7884.14,5378.829999999998,5078.5199999999995,10.410418764431869,8.927652097783062,9.735988971681621,6.690487006934914,2.8123389517782638,0.0,2.1142715954309184,5.324491894483114,10.263407746812383,7.682839224698577,13.63264364931773,15.209080942910044,14.033148149763143,5.470585369738042,27.495928349392987,24.2449844840737,21.43902438072085,23.477000502674688,2.459084216690006,0.0,13.255700605495532,12.132233316156785,6.117237105475298,12.201743635450013,9.128392901323874,10.191800514522368,4.120092138619778,8.639365540665247,6.564063102756822,4.545772634846299,2.59935901848994,4.326367500190519,2.5698677657274045,1.1501588577389121,0.0,0.0,0.0,0.0,0.0,5.548825660583349,6.752390092998221,16.598640314746547,22.150686946290563,24.95827901963188,27.164983911763247,27.56720344338114,29.880566078392285,32.911400033899966,32.11056453801643,31.189504319130073,29.328848775143868,26.718124138731717,26.37524780366465,27.9165046088213,29.880429996558735,27.328004697442747,25.86545784244732,23.51468714375786,20.73956820633405,17.798420319614717,15.53230347710429,12.399465909588857,11.82432644527082,10.226975088829828,8.431306113659314,7.872095900753506,8.987671561654569,9.038458713140384,9.512085621308676,10.295117702528438,11.299486069673069,9.562992224496554
Left,Barat MC.,L_M2,L_Bt_01,L_Bt_02,B.Bt.1.1,B.Bt.1.2,Other,sec02,18274.689999999995,7817.34,5378.829999999998,5078.5199999999995,10.359030184184954,8.883581579521746,9.69072508493608,6.66579494589239,2.8123389517782638,0.0,2.0979133883863867,5.283296079808639,10.183999335297221,7.623396778894046,13.55341684893075,15.138637597466511,14.008160431141745,5.470585369738042,27.427397356594632,24.180904462211565,21.378439632778463,23.403674917540943,2.459084216690006,0.0,13.197693018046973,12.084736606194507,6.117237105475298,12.18333125547745,9.104559535840336,10.188507476113589,4.120092138619778,8.639365540665247,6.564063102756822,4.545772634846299,2.59935901848994,4.326367500190519,2.5698677657274045,1.1501588577389121,0.0,0.0,0.0,0.0,0.0,5.505894166254055,6.7001465707253915,16.47021594603578,22.004322414103964,24.8228073286789,27.041855754888818,27.482092718072497,29.794854015635078,32.82367993359132,32.021482479974594,31.10027013703131,29.242422624166505,26.630006726180277,26.28803239728605,27.823989916177265,29.782286713808396,27.24241075454151,25.78883384982043,23.458730546535637,20.700647713792897,17.77694398216616,15.517985918805248,12.390803786817939,11.803243840675485,10.196156544591146,8.398296983000876,7.838481137379021,8.94934166839325,8.995027115918163,9.461504193410873,10.238935603763007,11.240804125228625,9.515284688488324
Left,Barat MC.,L_M2,L_Bt_02,L_Bt_03,B.Bt.1.2,B.Bt.1,Other,sec03,18204.489999999994,7747.14,5378.829999999998,5078.5199999999995,10.305026017518289,8.837267951049524,9.643157347667563,6.639846103299798,2.8123389517782638,0.0,2.08072257798929,5.240003472171689,10.100549178285775,7.560928819380901,13.470157546727664,15.064608812284838,13.981900882530633,5.470585369738042,27.35537825937241,24.113562882350447,21.314771230000687,23.326617191846502,2.459084216690006,0.0,13.136732948602528,12.034822399018582,6.117237105475298,12.163981718440413,9.079513094868112,10.185046827965442,4.120092138619778,8.639365540665247,6.564063102756822,4.545772634846299,2.59935901848994,4.326367500190519,2.5698677657274045,1.1501588577389121,0.0,0.0,0.0,0.0,0.0,5.460777535985846,6.645243947019517,16.335255007660095,21.850508190159363,24.680440372018722,26.912460596017787,27.39265000973916,29.704779362857302,32.731495037757995,31.927866305206077,31.00649409536464,29.151597537360946,26.53740429562472,26.19637788339716,27.72676639187171,29.679148114271356,27.152460233708183,25.708309833616728,23.399925859035633,20.659746238098453,17.754374537721713,15.502939622508952,12.38170077755868,11.781088169379188,10.163769391813368,8.363607746889764,7.803155442934576,8.90906085242103,8.949384928418162,9.40834826169791,10.179893937096342,11.179135375228624,9.465148924599434
Left,Barat MC.,L_M2,L_Bt_03,L_Bt_04,B.Bt.1,B.Bt.2,DS,sec04,16875.839999999993,6418.490000000001,5378.829999999998,5078.5199999999995,9.176177383259024,7.86917457093764,8.648849342105574,6.097437668371817,2.8123389517782638,0.0,1.7213832151887805,4.335058464758822,8.356191259524778,6.2551615955918125,11.729789064394545,13.517185748356944,13.432997762353166,5.470585369738042,25.849963685684134,22.705922414082703,19.98391115091118,21.715880210268566,2.459084216690006,0.0,11.862485138031547,10.991466153037356,6.117237105475298,11.759518511135884,8.555967553297899,10.11270892930289,4.120092138619778,8.639365540665247,6.564063102756822,4.545772634846299,2.59935901848994,4.326367500190519,2.5698677657274045,1.1501588577389121,0.0,0.0,0.0,0.0,0.0,4.517704999101694,5.497614872948771,13.514167666305434,18.6353307816969,21.704545093762736,24.2077146960781,25.523029841915086,27.821949665712246,30.80455494805892,29.97100820415798,29.046294297910944,27.253081524147216,24.60173648119571,24.28052436294964,25.694503894282974,27.523242849675157,25.27222526553687,24.02511701115017,22.170731978827302,19.804783041242747,17.282605633400728,15.188427019628296,12.191420652815882,11.31796836163742,9.486781014112749,7.638498940948405,7.064742753891366,8.067071300434144,7.995326673209828,8.297230275426045,8.945746483392643,9.890074021061956,8.417161480540793
