Node,2-12,7,,,,,,,,,,,,,,,,,,,,,,,
Canal,Canal Key,Type_Child Node,Parent Key,Child Key,Parent Name,Child Name,Section,ID,Class,under confirm,Direction,Length,Offset,Photo,Hilight_ChildNode,Area,Cum_Area,fishpond,A,Bigger_ID P3A,Latest Growing Stage,UPI,Golongan_Canal,Golongan_TB,Bank
Sumber SC.,L_M1_S01,TB,L_Sb_02,L_Sb_02_Ki.1,B.Sb.1,Sb.1 Ki.1,,TB_L_Sb_02_Ki.1,TB,,down,60,54.2,,,9.09,9,,,L031_003,Sudah Panen,,,Golongan 1,L
Sumber SC.,L_M1_S01,TB,L_Sb_02,L_Sb_02_Ki.2,B.Sb.1,Sb.1 Ki.2,,TB_L_Sb_02_Ki.2,TB,,down,60,-57.7,,,7.23,7,,,L031_014,Sudah Panen,,,Golongan 1,L
Sumber SC.,L_M1_S01,TB,L_Sb_02,L_Sb_02_Te,B.Sb.1,Sb.1 Te,,TB_L_Sb_02_Te,TB,,left,60,,,,266.97,267,,,L031_012,Sudah Panen,,,Golongan 1,L
Barat MC.,L_M2,TB,L_Bt_01,L_Bt_01_Ka,B.Bt.1.1,Bt.1.1 Ka,,TB_L_Bt_01_Ka,TB,,up,60,,,,66.8,71,,,L021_018,Sudah Panen,,,Golongan 1,L
Barat MC.,L_M2,TB,L_Bt_02,L_Bt_02_Ki,B.Bt.1.2,Bt.1.2 Ki,,TB_L_Bt_02_Ki,TB,,down,60,,,,70.2,71,,,L021_021,Sudah Panen,,,Golongan 1,L
Barat MC.,L_M2,TB,L_Bt_03,L_Bt_03_Ka.1,B.Bt.1,Bt.1 Ka.1,,TB_L_Bt_03_Ka.1,TB,,up,60,70,,,35.5,38,,,L021_018,Sudah Panen,,,Golongan 1,L
Barat MC.,L_M2,TB,L_Bt_03,L_Bt_03_Ka.2,B.Bt.1,Bt.1 Ka.2,,TB_L_Bt_03_Ka.2,TB,,up,60,-70,,,44.49,46,,,L021_025,Sudah Panen,,,Golongan 1,L
Barat MC.,L_M2,TB,L_Bt_04,L_Bt_04_Ka.1,B.Bt.2,Bt.2 Ka.1,,TB_L_Bt_04_Ka.1,TB,,up,60,70,,,30.85,31,,,L021_023,Sudah Panen,,,Golongan 1,L
Barat MC.,L_M2,TB,L_Bt_04,L_Bt_04_Ka.2,B.Bt.2,Bt.2 Ka.2,,TB_L_Bt_04_Ka.2,TB,,up,60,-70,,,93.91,95,,,L021_024,Sudah Panen,,,Golongan 1,L
Barat MC.,L_M2,TB,L_Bt_05,L_Bt_05_Ka,B.Bt.3,Bt.3 Ka,,TB_L_Bt_05_Ka,TB,,up,60,,,,35.39,86,,,L021_026,Sudah Panen,,,Golongan 1,L
Barat MC.,L_M2,TB,L_Bt_06,L_Bt_06_Ka,B.Bt.4,Bt.4 Ka,,TB_L_Bt_06_Ka,TB,,up,46.2,-141.3,,,32,32,,,L021_041,Sudah Panen,,,Golongan 1,L
Barat MC.,L_M2,TB,L_Bt_07,L_Bt_07_Ka,B.Bt.5.1,Bt.5.1 Ka,,TB_L_Bt_07_Ka,TB,,up,60,,,,112.35,114,,,L021_019,Sudah Panen,,,Golongan 1,L
Barat MC.,L_M2,TB,L_Bt_08,L_Bt_08_Ka,B.Bt.5,Bt.5 Ka,,TB_L_Bt_08_Ka,TB,,up,60,,,,97.16,83,,,L021_020,Sudah Panen,,,Golongan 1,L
Barat MC.,L_M2,TB,L_Bt_09,L_Bt_09_Ka.1,B.Bt.6,Bt.6 Ka.1,,TB_L_Bt_09_Ka.1,TB,,up,60,103.1,,,30.49,31,,,L021_020,Sudah Panen,,,Golongan 1,L
Barat MC.,L_M2,TB,L_Bt_09,L_Bt_09_Ka.2,B.Bt.6,Bt.6 Ka.2,,TB_L_Bt_09_Ka.2,TB,,up,60,,,,45.33,44,,,L021_020,Sudah Panen,,,Golongan 1,L
Barat MC.,L_M2,TB,L_Bt_09,L_Bt_09_Ka.3,B.Bt.6,Bt.6 Ka.3,,TB_L_Bt_09_Ka.3,TB,,up,62.1,-105.2,,,27.3,26,,,L021_020,Sudah Panen,,,Golongan 1,L
Barat MC.,L_M2,TB,L_Bt_10,L_Bt_10_Ka.1,B.Bt.7.1,Bt.7.1 Ka.1,,TB_L_Bt_10_Ka.1,TB,,up,58.9,66.6,,,154.4,154,,,L021_022,Sudah Panen,,,Golongan 1,L
Barat MC.,L_M2,TB,L_Bt_10,L_Bt_10_Ka.2,B.Bt.7.1,Bt.7.1 Ka.2,,TB_L_Bt_10_Ka.2,TB,,up,60,-46.4,,,40.83,41,,,L021_022,Sudah Panen,,,Golongan 1,L
Barat MC.,L_M2,TB,L_Bt_11,L_Bt_11_Ka.1,B.Bt.7,Bt.7 Ka.1,,TB_L_Bt_13_Ka.2,TB,,up,60,70,,,73.79,,,,L021_768,Sudah Panen,,,Golongan 1,L
Barat MC.,L_M2,TB,L_Bt_11,L_Bt_11_Ka.2,B.Bt.7,Bt.7 Ka.2,,TB_L_Bt_13_Ka.2,TB,,up,60,-70,,,95.18,,,,L021_768,Sudah Panen,,,Golongan 1,L
Barat MC.,L_M2,TB,L_Bt_12,L_Bt_12_Ki,B.Bt.8.1,Bt.8.1 Ki,,TB_L_Bt_15_Ki,TB,,down,60,,,,51.31,,,,L022_101,Sudah Panen,,,Golongan 1,L
Barat MC.,L_M2,TB,L_Bt_15,L_Bt_15_Ka,B.Bt.10,Bt.10 Ka,,TB_L_Bt_18_Ka,TB,,up,60,70,,,29.87,,,,L022_102,Sudah Panen,,,Golongan 2,L
Barat MC.,L_M2,TB,L_Bt_16,L_Bt_16_Ki,B.Bt.11.1,Bt.11.1 Ki,,TB_L_Bt_19_Ki,TB,,down,60,,,,6.72,51,,,L022_102,Sudah Panen,,,Golongan 2,L
Barat MC.,L_M2,TB,L_Bt_17,L_Bt_17_Ka.1,B.Bt.11,Bt.11 Ka.1,,TB_L_Bt_21_Ka.1,TB,,up,60.8,115.3,,,65.98,,,,L022_103,Sudah Panen,,,Golongan 2,L
Barat MC.,L_M2,TB,L_Bt_17,L_Bt_17_Ka.2,B.Bt.11,Bt.11 Ka.2,,TB_L_Bt_21_Ka.2,TB,,up,60,,,,75.01,,,,L022_103,Sudah Panen,,,Golongan 2,L
Barat MC.,L_M2,TB,L_Bt_17,L_Bt_17_Ka.3,B.Bt.11,Bt.11 Ka.3,,TB_L_Bt_21_Ka.3,TB,,up,58.3,-105.2,,,9.16,,,,L022_105,Sudah Panen,,,Golongan 2,L
Barat MC.,L_M2,TB,L_Bt_18,L_Bt_18_Ka,B.Bt.12.1,Bt.12.1 Ka,,TB_L_Bt_22_Ka,TB,,up,28.4,60.2,,,46.61,30,,,L022_105,Sudah Panen,,,Golongan 2,L
Barat MC.,L_M2,TB,L_Bt_19,L_Bt_19_Ka,B.Bt.12.2,Bt.12.2 Ka,,TB_L_Bt_24_Ka,TB,,right,60,,,,29.9,,,,L022_106,Sudah Panen,,,Golongan 2,L
Barat MC.,L_M2,TB,L_Bt_20,L_Bt_20_Ka,B.Bt.12.3,Bt.12.3 Ka,,TB_L_Bt_25_Ka,TB,,right,60,,,,23.38,,,,L022_106,Sudah Panen,,,Golongan 2,L
Barat MC.,L_M2,TB,L_Bt_21,L_Bt_21_Ki,B.Bt.12.4,Bt.12.4 Ki,,TB_L_Bt_26_Ki,TB,,left,60,,,,15,,,,L022_106,Sudah Panen,,,Golongan 2,L
Barat MC.,L_M2,TB,L_Bt_22,L_Bt_22_Ka,B.Bt.12.5,Bt.12.5 Ka,,TB_L_Bt_27_Ka,TB,,right,60,,,,10.73,45,,,L022_106,Sudah Panen,,,Golongan 2,L
Barat MC.,L_M2,TB,L_Bt_23,L_Bt_23_Ki,B.Bt.12.6,Bt.12.6 Ki,,TB_L_Bt_28_Ki,TB,,left,80,0,,,24.67,,,,L022_104,Sudah Panen,,,Golongan 2,L
Barat MC.,L_M2,TB,L_Bt_24,L_Bt_24_Ka,B.Bt.12.7,Bt.12.7 Ka,,TB_L_Bt_29_Ka,TB,,right,80,0,,,53.29,30,,,L022_104,Sudah Panen,,,Golongan 2,L
Barat MC.,L_M2,TB,L_Bt_25,L_Bt_25_Ka,B.Bt.12,Bt.12 Ka,,TB_L_Bt_30_Ka,TB,,right,60,,,,35.86,23,,,L022_106,Sudah Panen,,,Golongan 2,L
Barat MC.,L_M2,TB,L_Bt_27,L_Bt_27_Ki,B.Bt.13.2,Bt.13.2 Ki,,TB_L_Bt_31_Ki,TB,,left,60,,,,11.33,,,,L022_107,Sudah Panen,,,Golongan 2,L
Barat MC.,L_M2,TB,L_Bt_26,L_Bt_26_Ka,B.Bt.13.1,Bt.13.1 Ka,,TB_L_Bt_32_Ka,TB,,right,60,,,,7.82,,,,L022_107,Sudah Panen,,,Golongan 2,L
Barat MC.,L_M2,TB,L_Bt_28,L_Bt_28_Ka,B.Bt.13.3,Bt.13.3 Ka,,TB_L_Bt_33_Ka,TB,,right,60,,,,99.26,,,,L022_107,Sudah Panen,,,Golongan 2,L
Barat MC.,L_M2,TB,L_Bt_29,L_Bt_29_Ka,B.Bt.13,Bt.13 Ka,,TB_L_Bt_34_Ka,TB,,up,60,,,,121.65,53,,,L022_107,Sudah Panen,,,Golongan 2,L
Barat MC.,L_M2,TB,L_Bt_30,L_Bt_30_Ka,B.Bt.14.1,Bt.14.1 Ka,,TB_L_Bt_35_Ka,TB,,up,60,,,,41.26,36,,,L022_107,Sudah Panen,,,Golongan 2,L
Barat MC.,L_M2,TB,L_Bt_31,L_Bt_31_Ka,B.Bt.14,Bt.14 Ka,,TB_L_Bt_36_Ka,TB,,up,47.7,-116.3,,,143.31,,,,L012_108,Sudah Panen,,,Golongan 2,L
Barat MC.,L_M2,TB,L_Bt_32,L_Bt_32_Ka.1,B.Bt.15,Bt.15 Ka.1,,TB_L_Bt_37_Ka.1,TB,,up,60,70,,,106.07,,,,L012_109,Sudah Panen,,,Golongan 2,L
Barat MC.,L_M2,TB,L_Bt_32,L_Bt_32_Ka.2,B.Bt.15,Bt.15 Ka.2,,TB_L_Bt_37_Ka.2,TB,,up,60,-70,,,10.13,,,,L012_109,Sudah Panen,,,Golongan 2,L
Barat MC.,L_M2,TB,L_Bt_33,L_Bt_33_Ka,B.Bt.16,Bt.16 Ka,,TB_L_Bt_38_Ka,TB,,up,74.1,0,,,9.94,100,,,L012_109,Sudah Panen,,,Golongan 3,L
Barat MC.,L_M2,TB,L_Bt_34,L_Bt_34_Ka,B.Bt.17,Bt.17 Ka,,TB_L_Bt_39_Ka,TB,,up,60,-70,,,24.59,122,,,L012_131,Sudah Panen,,,Golongan 3,L
Barat MC.,L_M2,TB,L_Bt_35,L_Bt_35_Ka,B.Bt.18.1,Bt.18.1 Ka,,TB_L_Bt_40_Ka,TB,,up,60,,,,112.57,42,,,L012_156,Sudah Panen,,,Golongan 3,L
Barat MC.,L_M2,TB,L_Bt_36,L_Bt_36_Ka,B.Bt.18,Bt.18 Ka,,TB_L_Bt_41_Ka,TB,,up,60,,,,32.76,144,,,L012_121,Sudah Panen,,,Golongan 3,L
Barat MC.,L_M2,TB,L_Bt_37,L_Bt_37_Ka,B.Bt.19.1,Bt.19.1 Ka,,TB_L_Bt_42_Ka,TB,,up,60,,,,10.33,,,,L012_121,Sudah Panen,,,Golongan 3,L
Barat MC.,L_M2,TB,L_Bt_38,L_Bt_38_Ka,B.Bt.19.2,Bt.19.2 Ka,,TB_L_Bt_43_Ka,TB,,up,60,,,,29,10,,,L012_121,Sudah Panen,,,Golongan 3,L
Barat MC.,L_M2,TB,L_Bt_39,L_Bt_39_Ka.1,B.Bt.19,Bt.19 Ka.1,,TB_L_Bt_44_Ka.1,TB,,up,9.4,144.6,,,29.7,30,,,,,,,Golongan 3,L
Barat MC.,L_M2,TB,L_Bt_39,L_Bt_39_Ka.2,B.Bt.19,Bt.19 Ka.2,,TB_L_Bt_44_Ka.2,TB,,up,60,70,,,84.29,268,,,,,,,Golongan 3,L
Barat MC.,L_M2,TB,L_Bt_39,L_Bt_39_Ka.3,B.Bt.19,Bt.19 Ka.3,,TB_L_Bt_44_Ka.3,TB,,up,60,-70,,,256.88,259,,,,,,,Golongan 3,L
Barat MC.,L_M2,TB,L_Bt_40,L_Bt_40_Ka,B.Bt.20.1,Bt.20.1 Ka,,TB_L_Bt_45_Ka,TB,,up,60,,,,59.55,59,,,,,,,Golongan 3,L
Barat MC.,L_M2,TB,L_Bt_41,L_Bt_41_Ka.1,B.Bt.20,Bt.20 Ka.1,,TB_L_Bt_46_Ka.1,TB,,up,60,121.7,,,159.7,159,,,,,,,Golongan 3,L
Barat MC.,L_M2,TB,L_Bt_41,L_Bt_41_Ka.2,B.Bt.20,Bt.20 Ka.2,,TB_L_Bt_46_Ka.2,TB,,up,60,,,,145.73,146,,,,,,,Golongan 3,L
Barat MC.,L_M2,TB,L_Bt_41,L_Bt_41_Ka.3,B.Bt.20,Bt.20 Ka.3,,TB_L_Bt_46_Ka.3,TB,,up,59.1,-123.5,,,49.39,50,,,,,,,Golongan 3,L
Barat MC.,L_M2,TB,L_Bt_42,L_Bt_42_Ka,B.Bt.21.1,Bt.21.1 Ka,,TB_L_Bt_47_Ka,TB,,up,60,60,,,107,107,,,,,,,Golongan 3,L
Barat MC.,L_M2,TB,L_Bt_43,L_Bt_43_Ka.1,B.Bt.21,Bt.21 Ka.1,,TB_L_Bt_48_Ka.1,TB,,right,30.9,132.9,,,36.07,36,,,,,,,Golongan 3,L
Barat MC.,L_M2,TB,L_Bt_43,L_Bt_43_Ka.2,B.Bt.21,Bt.21 Ka.2,,TB_L_Bt_48_Ka.2,TB,,right,80.3,60.6,,,65.82,65,,,,,,,Golongan 3,L
Barat MC.,L_M2,TB,L_Bt_43,L_Bt_43_Ki,B.Bt.21,Bt.21 Ki,,TB_L_Bt_48_Ki,TB,,left,60,,,,37.9,37,,,,,,,Golongan 3,L
Kerticala SC.,L_M2_S01,TB,L_Kr_01,L_Kr_01_Ki,B.Kr.1,Kr.1 Ki,,TB_L_Kr_01_Ki,TB,,left,60,,,,57.28,57,,,L021_025,Sudah Panen,,,Golongan 1,L
Kerticala SC.,L_M2_S01,TB,L_Kr_02,L_Kr_02_Ka,B.Kr.2,Kr.2 Ka,,TB_L_Kr_02_Ka,TB,,right,60,,,,103.78,103,,,L021_026,Sudah Panen,,,Golongan 1,L
Kerticala SC.,L_M2_S01,TB,L_Kr_02,L_Kr_02_Ki,B.Kr.2,Kr.2 Ki,,TB_L_Kr_02_Ki,TB,,left,60,,,,53,54,,,L021_026,Sudah Panen,,,Golongan 1,L
Kerticala SC.,L_M2_S01,TB,L_Kr_03,L_Kr_03_Ki,B.Kr.3.1,Kr.3.1 Ki,,TB_L_Kr_03_Ki,TB,,left,60,,,,63.51,25,,,L021_027,Sudah Panen,,,Golongan 1,L
Kerticala SC.,L_M2_S01,TB,L_Kr_04,L_Kr_04_Ka,B.Kr.3,Kr.3 Ka,,TB_L_Kr_04_Ka,TB,,right,60,,,,72.88,74,,,L021_031,Sudah Panen,,,Golongan 1,L
Kerticala SC.,L_M2_S01,TB,L_Kr_04,L_Kr_04_Ki.1,B.Kr.3,Kr.3 Ki.1,,TB_L_Kr_04_Ki,TB,,left,60,-35,,,66.05,,,,L021_027,Sudah Panen,,,Golongan 1,L
Kerticala SC.,L_M2_S01,TB,L_Kr_04,L_Kr_04_Ki.2,B.Kr.3,Kr.3 Ki.2,,TB_L_Kr_04_Ki,TB,,left,60,35,,,7.19,,,,L021_027,Sudah Panen,,,Golongan 1,L
Kerticala SC.,L_M2_S01,TB,L_Kr_05,L_Kr_05_Ki,B.Kr.4,Kr.4 Ki,,TB_L_Kr_05_Ki,TB,,left,60,,,,129.63,131,,,L021_028,Sudah Panen,,,Golongan 1,L
Kerticala SC.,L_M2_S01,TB,L_Kr_06,L_Kr_06_Ki,B.Kr.5,Kr.5 Ki,,TB_L_Kr_06_Ki,TB,,left,60,,,,151.51,153,,,L021_029,Sudah Panen,,,Golongan 1,L
Kerticala SC.,L_M2_S01,TB,L_Kr_07,L_Kr_07_Ka,B.Kr.6.1,Kr.6.1 Ka,,TB_L_Kr_07_Ka,TB,,right,60,,,,16.12,18,,,L021_032,Sudah Panen,,,Golongan 1,L
Kerticala SC.,L_M2_S01,TB,L_Kr_08,L_Kr_08_Ki,B.Kr.6,Kr.6 Ki,,TB_L_Kr_08_Ki,TB,,left,60,,,,59.55,59,,,L021_032,Sudah Panen,,,Golongan 1,L
Kerticala SC.,L_M2_S01,TB,L_Kr_09,L_Kr_09_Ka,B.Kr.7.1,Kr.7.1 Ka,,TB_L_Kr_09_Ka,TB,,right,60,,,,11.51,11,,,L021_033,Sudah Panen,,,Golongan 1,L
Kerticala SC.,L_M2_S01,TB,L_Kr_10,L_Kr_10_Ka,B.Kr.7,Kr.7 Ka,,TB_L_Kr_10_Ka,TB,,right,60,,,,81.53,83,,,L021_033,Sudah Panen,,,Golongan 1,L
Kerticala SC.,L_M2_S01,TB,L_Kr_11,L_Kr_11_Ki,B.Kr.8.1,Kr.8.1 Ki,,TB_L_Kr_11_Ki,TB,,left,60,,,,58.82,60,,,L021_034,Sudah Panen,,,Golongan 1,L
Kerticala SC.,L_M2_S01,TB,L_Kr_12,L_Kr_12_Ki,B.Kr.8.2,Kr.8.2 Ki,,TB_L_Kr_12_Ki,TB,,left,60,,,,38.01,37,,,L021_034,Sudah Panen,,,Golongan 1,L
Kerticala SC.,L_M2_S01,TB,L_Kr_13,L_Kr_13_Ki,B.Kr.8,Kr.8 Ki,,TB_L_Kr_13_Ki,TB,,left,60,,,,71.63,71,,,L021_034,Sudah Panen,,,Golongan 1,L
Kerticala SC.,L_M2_S01,TB,L_Kr_13,L_Kr_13_Te,B.Kr.8,Kr.8 Ka,,TB_L_Kr_13_Te,TB,,right,60,,,,206.66,207,,,L021_035,Sudah Panen,,,Golongan 1,L
Rancananggung SC.,L_M2_S02,TB,L_Rc_01,L_Rc_01_Ka,B.Rc.1,Rc.1 Ka,,TB_L_Rc_01_Ka,TB,,right,60,,,,97.55,,,,L021_036,Sudah Panen,,,Golongan 1,L
Rancananggung SC.,L_M2_S01,TB,L_Rc_01,L_Rc_01_Ki,B.Rc.1,Rc.1 Ki,,TB_L_Rc_01_Ki,TB,,left,60,,,,42.13,,,,L021_041,Sudah Panen,,,Golongan 1,L
Rancananggung SC.,L_M2_S02,TB,L_Rc_02,L_Rc_02_Ka,B.Rc.2,Rc.2 Ka,,TB_L_Rc_02_Ka,TB,,right,60,,,,170.42,169,,,L021_038,Sudah Panen,,,Golongan 1,L
Rancananggung SC.,L_M2_S02,TB,L_Rc_02,L_Rc_02_Ki,B.Rc.2,Rc.2 Ki,,TB_L_Rc_02_Ki,TB,,left,60,,,,38.44,39,,,L021_042,Sudah Panen,,,Golongan 1,L
Rancananggung SC.,L_M2_S02,TB,L_Rc_03,L_Rc_03_Ka,B.Rc.3.1,Rc.3.1 Ka,,TB_L_Rc_03_Ka,TB,,right,60,,,,19.84,20,,,L021_043,Sudah Panen,,,Golongan 1,L
Rancananggung SC.,L_M2_S02,TB,L_Rc_04,L_Rc_04_Ka,B.Rc.3.2,Rc.3.2 Ka,,TB_L_Rc_04_Ka,TB,,right,60,,,,16.11,16,,,L021_043,Sudah Panen,,,Golongan 1,L
Rancananggung SC.,L_M2_S02,TB,L_Rc_05,L_Rc_05_Ka,B.Rc.3,Rc.3 Ka,,TB_L_Rc_05_Ka,TB,,right,60,,,,199.63,201,,,L021_043,Sudah Panen,,,Golongan 1,L
Rancananggung SC.,L_M2_S02,TB,L_Rc_05,L_Rc_05_Ki,B.Rc.3,Rc.3 Ki,,TB_L_Rc_05_Ki,TB,,left,60,,,,162.52,164,,,L021_039,Sudah Panen,,,Golongan 1,L
Rancananggung SC.,L_M2_S02,TB,L_Rc_06,L_Rc_06_Ka,B.Rc.4,Rc.4 Ka,,TB_L_Rc_06_Ka,TB,,right,60,,,,142.37,186,,,L021_044,Sudah Panen,,,Golongan 1,L
Rancananggung SC.,L_M2_S02,TB,L_Rc_06,L_Rc_06_Ki,B.Rc.4,Rc.4 Ki,,TB_L_Rc_06_Ki,TB,,left,60,,,,144.23,145,,,L021_040,Sudah Panen,,,Golongan 1,L
Rancananggung SC.,L_M2_S02,TB,L_Rc_07,L_Rc_07_Ki,B.Rc.5.1,Rc.5.1 Ki,,TB_L_Rc_07_Ki,TB,,left,60,,,,13.59,12,,,L021_040,Sudah Panen,,,Golongan 1,L
Rancananggung SC.,L_M2_S02,TB,L_Rc_08,L_Rc_08_Ki,B.Rc.5.2,Rc.5.2 Ki,,TB_L_Rc_08_Ki,TB,,left,60,,,,194.89,194,,,L021_048,Sudah Panen,,,Golongan 1,L
Rancananggung SC.,L_M2_S02,TB,L_Rc_09,L_Rc_09_Ka,B.Rc.5,Rc.5 Ka,,TB_L_Rc_09_Ka,TB,,right,60,,,,104.61,104,,,L021_045,Sudah Panen,,,Golongan 1,L
Rancananggung SC.,L_M2_S02,TB,L_Rc_09,L_Rc_09_Ki,B.Rc.5,Rc.5 Ki,,TB_L_Rc_09_Ki,TB,,left,60,,,,41.62,49,,,L021_053,Sudah Panen,,,Golongan 1,L
Rancananggung SC.,L_M2_S02,TB,L_Rc_10,L_Rc_10_Ki,B.Rc.6.1,Rc.6.1 Ki,,TB_L_Rc_09_Ki,TB,,left,61.4,0,,,8.2,,,,L021_053,Sudah Panen,,,Golongan 1,L
Rancananggung SC.,L_M2_S02,TB,L_Rc_11,L_Rc_11_Ka,B.Rc.6.2,Rc.6.2 Ka,,TB_L_Rc_11_Ka,TB,,right,60,,,,124.12,,,,L021_045,Sudah Panen,,,Golongan 1,L
Rancananggung SC.,L_M2_S02,TB,L_Rc_11,L_Rc_11_Ki,B.Rc.6.2,Rc.6.2 Ki,,TB_L_Rc_11_Ki,TB,,left,60,,,,56.73,57,,,L021_053,Sudah Panen,,,Golongan 1,L
Rancananggung SC.,L_M2_S02,TB,L_Rc_12,L_Rc_12_Ki,B.Rc.6.3,Rc.6.3 Ki,,TB_L_Rc_12_Ki,TB,,left,60,,,,17.67,17,,,L021_053,Sudah Panen,,,Golongan 1,L
Rancananggung SC.,L_M2_S02,TB,L_Rc_13,L_Rc_13_Ka.1,B.Rc.6,Rc.6 Ka.1,,TB_L_Rc_13_Ka.1,TB,,right,60,35,,,75.27,74,,,L021_046,Sudah Panen,,,Golongan 1,L
Rancananggung SC.,L_M2_S02,TB,L_Rc_13,L_Rc_13_Ka.2,B.Rc.6,Rc.6 Ka.2,,TB_L_Rc_13_Ka.2,TB,,right,60,-35,,,145.63,147,,,L021_050,Sudah Panen,,,Golongan 1,L
Rancananggung SC.,L_M2_S02,TB,L_Rc_13,L_Rc_13_Ki,B.Rc.6,Rc.6 Ki,,TB_L_Rc_13_Ki,TB,,left,60,,,,163.75,165,,,L021_047,Sudah Panen,,,Golongan 1,L
Rancananggung SC.,L_M2_S02,TB,L_Rc_14,L_Rc_14_Ka,B.Rc.7,Rc.7 Ka,,TB_L_Rc_14_Ka,TB,,right,60,,,,170.28,171,,,L021_049,Sudah Panen,,,Golongan 1,L
Rancananggung SC.,L_M2_S02,TB,L_Rc_14,L_Rc_14_Ki,B.Rc.7,Rc.7 Ki,,TB_L_Rc_14_Ki,TB,,left,60,,,,218.99,221,,,L021_054,Sudah Panen,,,Golongan 1,L
Wanakerta SC.,L_M2_S03,TB,L_Wn_01,L_Wn_01_Ka,B.Wn.1.1,Wn.1.1 Ka,,TB_L_Wn_01_Ka,TB,,right,60,,,,24.44,26,,,L021_768,Sudah Panen,,,Golongan 1,L
Wanakerta SC.,L_M2_S03,TB,L_Wn_01,L_Wn_01_Ki,B.Wn.1.1,Wn.1.1 Ki,,TB_L_Wn_01_Ki,TB,,left,60,,,,49.89,49,,,L021_056,Sudah Panen,,,Golongan 1,L
Wanakerta SC.,L_M2_S03,TB,L_Wn_02,L_Wn_02_Ka,B.Wn.1,Wn.1 Ka,,TB_L_Wn_02_Ka,TB,,right,60,,,,111.7,317,,,L021_057,Sudah Panen,,,Golongan 1,L
Wanakerta SC.,L_M2_S03,TB,L_Wn_02,L_Wn_02_Ki,B.Wn.1,Wn.1 Ki,,TB_L_Wn_02_Ki,TB,,left,60,,,,134.47,134,,,L021_056,Sudah Panen,,,Golongan 1,L
Wanakerta SC.,L_M2_S03,TB,L_Wn_03,L_Wn_03_Ka,B.Wn.2.1,Wn.2.1 Ka,,TB_L_Wn_03_Ka,TB,,right,60,,,,29.13,29,,,L021_057,Sudah Panen,,,Golongan 1,L
Wanakerta SC.,L_M2_S03,TB,L_Wn_04,L_Wn_04_Ka,B.Wn.2.2,Wn.2.2 Ka,,TB_L_Wn_04_Ka,TB,,right,60,,,,37.26,50,,,L021_058,Sudah Panen,,,Golongan 1,L
Wanakerta SC.,L_M2_S03,TB,L_Wn_04,L_Wn_04_Ki,B.Wn.2.2,Wn.2.2 Ki,,TB_L_Wn_04_Ki,TB,,left,60,,,,74.14,75,,,L021_062,Sudah Panen,,,Golongan 1,L
Wanakerta SC.,L_M2_S03,TB,L_Wn_05,L_Wn_05_Ka,B.Wn.2,Wn.2 Ka,,TB_L_Wn_05_Ka,TB,,right,60,,,,171.25,25,,,L021_058,Sudah Panen,,,Golongan 1,L
Wanakerta SC.,L_M2_S03,TB,L_Wn_05,L_Wn_05_Ki,B.Wn.2,Wn.2 Ki,,TB_L_Wn_05_Ki,TB,,left,60,,,,85.46,85,,,L021_062,Sudah Panen,,,Golongan 1,L
Kalenberas SC.,L_M2_S04,TB,L_Kb_01,L_Kb_01_Ka,B.Kb.1.1,Kb.1.1 Ka,,TB_L_Kb_01_Ka,TB,,right,60,,,,11.13,11,,,L021_055,Sudah Panen,,,Golongan 1,L
Kalenberas SC.,L_M2_S04,TB,L_Kb_01,L_Kb_01_Ki,B.Kb.1.1,Kb.1.1 Ki,,TB_L_Kb_01_Ki,TB,,left,60,,,,11.1,22,,,L021_055,Sudah Panen,,,Golongan 1,L
Kalenberas SC.,L_M2_S04,TB,L_Kb_02,L_Kb_02_Ka,B.Kb.1.2,Kb.1.2 Ka,,TB_L_Kb_02_Ka,TB,,right,60,,,,6.95,7,,,L021_055,Sudah Panen,,,Golongan 1,L
Kalenberas SC.,L_M2_S04,TB,L_Kb_03,L_Kb_03_Ka,B.Kb.1,Kb.1 Ka,,TB_L_Kb_03_Ka,TB,,right,60,,,,0.29,0,,,L021_055,Sudah Panen,,,Golongan 1,L
Kalenberas SC.,L_M2_S04,TB,L_Kb_03,L_Kb_03_Ki,B.Kb.1,Kb.1 Ki,,TB_L_Kb_03_Ki,TB,,left,60,,,,7.63,7,,,L021_055,Sudah Panen,,,Golongan 1,L
Kalenberas SC.,L_M2_S04,TB,L_Kb_04,L_Kb_04_Ka,B.Kb.2.1,Kb.2.1 Ka,,TB_L_Kb_04_Ka,TB,,right,60,,,,9.49,9,,,L021_055,Sudah Panen,,,Golongan 1,L
Kalenberas SC.,L_M2_S04,TB,L_Kb_05,L_Kb_05_Ki,B.Kb.2.2,Kb.2.2 Ki,,TB_L_Kb_05_Ki,TB,,left,60,,,,44.87,46,,,L021_055,Sudah Panen,,,Golongan 1,L
Kalenberas SC.,L_M2_S04,TB,L_Kb_06,L_Kb_06_Ka,B.Kb.2,Kb.2 Ka,,TB_L_Kb_06_Ka,TB,,right,60,,,,55.93,56,,,L021_059,Sudah Panen,,,Golongan 1,L
Kalenberas SC.,L_M2_S04,TB,L_Kb_06,L_Kb_06_Ki,B.Kb.2,Kb.2 Ki,,TB_L_Kb_06_Ki,TB,,left,60,,,,122,122,,,L021_060,Sudah Panen,,,Golongan 1,L
