Node,2-12,7,,,,,,,,,,,,,,,,,,,,,,,
Canal,Canal Key,Type_Child Node,Parent Key,Child Key,Parent Name,Child Name,Section,ID,Class,under confirm,Direction,Length,Offset,Photo,Hilight_ChildNode,Area,Cum_Area,fishpond,A,Bigger_ID P3A,Latest Growing Stage,UPI,Golongan_Canal,Golongan_TB,Bank
Sipetung SC.,R_M1_S15,Str,R_Si_09,R_Si_10,B.Si.8,B.Si.9,sec10,R_M1_S15_sec10,Other,,down,120,0,1BEZHhrohkx9Slm6XCcQQlPTC-kil4OpV,,,664,,12.34,,,,Right_Golongan_2_2,FALSE,
Lamaran SC.,R_M1_S16,Str,R_Dm_01,R_L_01,B.Dm.1,B.L.1,sec01,R_M1_S16_sec01,Division,,up,180,0,1DZeEJ7LbxRSoyJ5l_FXqvq7QLnajFetj,,,"1,761",,12.34,,,,Right_Golongan_1_2,FALSE,
Lamaran SC.,R_M1_S16,Str,R_L_01,R_L_02,B.L.1,B.L.2,sec02,R_M1_S16_sec02,Other,,up,250,0,1xurHNdP-yEJUp7vupBJU3U7y_GwCaXHP,,,"1,660",,12.34,,,,Right_Golongan_1_2,FALSE,
Macan Ucul SC.,R_M1_S17,Str,R_L_02,R_Mu_01,B.L.2,B.Mu.1,sec01,R_M1_S17_sec01,Division,,right,280,0,1My2SSLg4ELGtEXhTgHWOTL0Hc4FtRAfh,,,712,,12.34,,,,Right_Golongan_1_2,FALSE,
Macan Ucul SC.,R_M1_S17,Str,R_Mu_01,R_Mu_02,B.Mu.1,B.Mu.2,sec02,R_M1_S17_sec02,Other,,right,160,0,10MpFj6n5tyec6g6q5d5B9QEEtguIKCMb,,,471,,12.34,,,,Right_Golongan_1_2,FALSE,
Macan Ucul SC.,R_M1_S17,Str,R_Mu_02,R_Mu_03,B.Mu.2,B.Mu.3,sec03,R_M1_S17_sec03,Other,,right,160,0,1DVcJ7-qy5wN_Oct1A5ZV-zeFTSULsG_F,,,263,,12.34,,,,Right_Golongan_1_2,FALSE,
Genggong SC.,R_M1_S18,Str,R_L_02,R_Gg_01,B.L.2,B.Gg.1,sec01,R_M1_S18_sec01,Division,,up,300,0,1My2SSLg4ELGtEXhTgHWOTL0Hc4FtRAfh,,,584,,12.34,,,,Right_Golongan_1_2,FALSE,
Genggong SC.,R_M1_S18,Str,R_Gg_01,R_Gg_02,B.Gg.1,B.Gg.2,sec02,R_M1_S18_sec02,Other,,right,300,0,13UlmaTHim5NcTrHWm1uPWOcwA_iJ5vT7,,,404,,12.34,,,,Right_Golongan_1_2,FALSE,
Genggong SC.,R_M1_S18,Str,R_Gg_02,R_Gg_03,B.Gg.2,B.Gg.3,sec03,R_M1_S18_sec03,Other,,right,150,0,14UyE1V2gHDI6pIxJLNWQohQp8NZDnfHw,,,203,,12.34,,,,Right_Golongan_1_2,FALSE,
Genggong SC.,R_M1_S18,Str,R_Gg_03,R_Gg_04,B.Gg.3,B.Gg.4,sec04,R_M1_S18_sec04,Other,,right,150,0,1-u3iBE0BPdPgQ3yXqdfpRvkEJM2jEs-A,,,35,,12.34,,,,Right_Golongan_1_2,FALSE,
Dadap SC.,R_M1_S19,Str,R_Si_04,R_Dd_01,B.Si.3,B.Dd.1,sec01,R_M1_S19_sec01,Division,,right,100,0,1PQa7IzXRjDdqO0QmM7v708Ghr5jP00Zn,,,642,,12.34,,,,Right_Golongan_2_2,FALSE,
Dadap SC.,R_M1_S19,Str,R_Dd_01,R_Dd_02,B.Dd.1,B.Dd.2.1,sec02,R_M1_S19_sec02,Other,,right,100,0,1IpA8HesHLN-CCCnxhknfm3COk_81PbMK,,,427,,12.34,,,,Right_Golongan_2_2,FALSE,
Dadap SC.,R_M1_S19,Str,R_Dd_02,R_Dd_03,B.Dd.2.1,B.Dd.2,sec03,R_M1_S19_sec03,Other,,right,100,0,1z8OZQeJetdLZDmhZm3laG76-oldl-xfx,,,427,,12.34,,,,Right_Golongan_2_2,FALSE,
Dadap SC.,R_M1_S19,Str,R_Dd_03,R_Dd_04,B.Dd.2,B.Dd.3,sec04,R_M1_S19_sec04,DS,,up,200,0,1YYZ7sNgdlyFemLjQIQhjWdUY7Pl6bWuv,,,115,,12.34,,,,Right_Golongan_2_2,FALSE,
Jlantir SC.,R_M1_S20,Str,R_Dd_03,R_Jl_01,B.Dd.2,B.Jl.1,sec01,R_M1_S20_sec01,Division,,right,250,0,1YYZ7sNgdlyFemLjQIQhjWdUY7Pl6bWuv,,,13,,12.34,,,,Right_Golongan_2_2,FALSE,
Siwarak SC.,R_M1_S21,Str,R_Si_06,R_Sw_01,B.Si.5,B.Sw.1.1,sec01,R_M1_S21_sec01,Division,,right,240,0,1t9gIPCnnmF5N2248gjXH7mDIXeosemW0,,,724,,12.34,,,,Right_Golongan_2_2,FALSE,
Siwarak SC.,R_M1_S21,Str,R_Sw_01,R_Sw_02,B.Sw.1.1,B.Sw.1,sec02,R_M1_S21_sec02,Other,,right,100,0,1UBmaLas1-Y9-k-zczaSAzUnxMFSYu5-a,,,695,,12.34,,,,Right_Golongan_2_2,FALSE,
Siwarak SC.,R_M1_S21,Str,R_Sw_02,R_Sw_03,B.Sw.1,B.Sw.2,sec03,R_M1_S21_sec03,Other,,right,100,0,1zuXPAz4akZ4_56elh_IY2BmOG0VKJuQ7,,,578,,12.34,,,,Right_Golongan_2_2,FALSE,
Siwarak SC.,R_M1_S21,Str,R_Sw_03,R_Sw_04,B.Sw.2,B.Sw.3,sec04,R_M1_S21_sec04,Other,,right,100,0,Not Available,,,411,,12.34,,,,Right_Golongan_2_2,FALSE,
Siwarak SC.,R_M1_S21,Str,R_Sw_04,R_Sw_05,B.Sw.3,B.Sw.4,sec05,R_M1_S21_sec05,Other,,right,100,0,1GFqlc_W2y-pw904bvhRGFSQCkqGg7prj,,,257,,12.34,,,,Right_Golongan_2_2,FALSE,
Siwarak SC.,R_M1_S21,Str,R_Sw_05,R_Sw_06,B.Sw.4,B.Sw.5,sec06,R_M1_S21_sec06,Other,,right,100,0,1toPFw4Kecbw8skQkuMf3KUKHEPSpuI1p,,,113,,12.34,,,,Right_Golongan_2_2,FALSE,
Siwarak SC.,R_M1_S21,Str,R_Sw_06,R_Sw_07,B.Sw.5,B.Sw.6,sec07,R_M1_S21_sec07,Other,,right,100,0,1YHBbhEwyAFl0pY62oIPY0VL1KI0n1hYn,,,0,,12.34,,,,Right_Golongan_2_2,FALSE,
Baladewa SC.,R_M1_S22,Str,R_Si_08,R_Bd_01,B.Si.7,B.Bd.1,sec01,R_M1_S22_sec01,Division,,right,240,0,1qLnsDrXdA7Xxze7AkvhLVw8Xv-Vr3bXX,,,380,,12.34,,,,Right_Golongan_2_2,FALSE,
Baladewa SC.,R_M1_S22,Str,R_Bd_01,R_Bd_02,B.Bd.1,B.Bd.2,sec02,R_M1_S22_sec02,Other,,right,100,0,1gzHHUxvYyanloIQAnITwTRAgzlqadT8v,,,183,,12.34,,,,Right_Golongan_2_2,FALSE,
Patian SC.,R_M1_S23,Str,R_Si_10,R_P_01,B.Si.9,B.P.1,sec01,R_M1_S23_sec01,Division,,right,240,0,1mHKbDbt6ApUDMBQXITT7U0k-prPxAMgK,,,427,,12.34,,,,Right_Golongan_2_2,FALSE,
Patian SC.,R_M1_S23,Str,R_P_01,R_P_02,B.P.1,B.P.2,sec02,R_M1_S23_sec02,Other,,right,100,0,1NDcp8yvy-VdRti_3FpS61CaygJ3lDq_G,,,285,,12.34,,,,Right_Golongan_2_2,FALSE,
Patian SC.,R_M1_S23,Str,R_P_02,R_P_03,B.P.2,B.P.3,sec03,R_M1_S23_sec03,Other,,right,160,0,1gmWN-a54ZFf4GBb3bF3mBLhQTX3xtDUx,,,120,,12.34,,,,Right_Golongan_2_2,FALSE,
Patian SC.,R_M1_S23,Str,R_P_03,R_P_04,B.P.3,B.P.4,sec04,R_M1_S23_sec04,Other,,right,160,0,Not Available,,,0,,12.34,,,,Right_Golongan_2_2,FALSE,
Tumbaran SC.,R_M1_S24,Str,R_Si_10,R_Tb_01,B.Si.9,B.Tb.1,sec01,R_M1_S24_sec01,Division,,down,160,0,1mHKbDbt6ApUDMBQXITT7U0k-prPxAMgK,,,175,,12.34,,,,Right_Golongan_2_2,FALSE,
Tumbaran SC.,R_M1_S24,Str,R_Tb_01,R_Tb_02,B.Tb.1,B.Tb.2,sec02,R_M1_S24_sec02,Other,,right,240,0,Not Available,,,0,,12.34,,,,Right_Golongan_2_2,FALSE,
Tumbaran SC.,R_M1_S24,Str,R_Tb_02,R_Tb_03,B.Tb.2,B.Tb.3,sec03,R_M1_S24_sec03,Other,,right,100,0,1dK4A-g_muhyXA2cafGBbw9h26eX6UsKx,,,0,,12.34,,,,Right_Golongan_2_2,FALSE,
Sepelem SC.,R_M1_S25,Str,R_Sd_14,R_Spl_01,B.Sd.5,B.Spl.1.1,sec01,R_M1_S25_sec01,Division,,right,400,150,14WBap1Mv_pGwT4dFeW6fgopxVp76jd1z,,,570,,12.34,,,,Right_Golongan_2_2,FALSE,
Sepelem SC.,R_M1_S25,Str,R_Spl_01,R_Spl_02,B.Spl.1.1,B.Spl.1,sec02,R_M1_S25_sec02,Other,,right,100,0,1BHQ2HKCGrL8L4T0A_Sra8w_ZO863-MJM,,,547,,12.34,,,,Right_Golongan_2_2,FALSE,
Sepelem SC.,R_M1_S25,Str,R_Spl_02,R_Spl_03,B.Spl.1,B.Spl.2,sec03,R_M1_S25_sec03,Other,,right,100,0,1d709XidCDdOV-PY8dzPW0oqH1qrXsi9z,,,392,,12.34,,,,Right_Golongan_2_2,FALSE,
Sepelem SC.,R_M1_S25,Str,R_Spl_03,R_Spl_04,B.Spl.2,B.Spl.3,sec04,R_M1_S25_sec04,Other,,right,160,0,Not Available,,,0,,12.34,,,,Right_Golongan_2_2,FALSE,
Tirtaupaya SC.,R_M1_S26,Str,R_Sd_14,R_Tu_02,B.Sd.5,B.Tu.1,sec01,R_M1_S26_sec01,Division,,right,400,-120,14WBap1Mv_pGwT4dFeW6fgopxVp76jd1z,,,"2,310",,12.34,,,,Right_Golongan_2_2,FALSE,
Tirtaupaya SC.,R_M1_S26,Str,R_Tu_02,R_Tu_03,B.Tu.1,B.Tu.2,sec02,R_M1_S26_sec02,Other,,right,350,0,1fgVWn9H3yzRYQXIRNscyvALOr1szzl3Y,,,"2,145",,12.34,,,,Right_Golongan_2_2,FALSE,
Tirtaupaya SC.,R_M1_S26,Str,R_Tu_03,R_Tu_04,B.Tu.2,B.Tu.3,sec03,R_M1_S26_sec03,Other,,right,450,0,1XKd0lGkyEYyt2VvWVuYV9v1qegQkNyKU,,,"1,812",,12.34,,,,Right_Golongan_2_2,FALSE,
Tirtaupaya SC.,R_M1_S26,Str,R_Tu_04,R_Tu_05,B.Tu.3,B.Tu.4,sec04,R_M1_S26_sec04,Other,,right,300,0,14IeAbp2yiwzAa0mOhpe3Q9B-tSpKutM6,,,"1,645",,12.34,,,,Right_Golongan_2_2,FALSE,
Tirtaupaya SC.,R_M1_S26,Str,R_Tu_05,R_Tu_06,B.Tu.4,B.Tu.5,sec05,R_M1_S26_sec05,DS,,up,180,0,1Wny6Ay2to5qzbihVvvHs1Gfc8KZTIo4H,,,513,,12.34,,,,Right_Golongan_2_2,FALSE,
Tirtaupaya SC.,R_M1_S26,Str,R_Tu_06,R_Tu_07,B.Tu.5,B.Tu.6,sec06,R_M1_S26_sec06,Other,,up,180,0,1-diJKjS4uTQHYiPlkDUMcNcqCKk3Y3zE,,,158,,12.34,,,,Right_Golongan_2_2,FALSE,
Kesambi SC.,R_M1_S27,Str,R_Tu_05,R_Ksb_01,B.Tu.4,B.Ksb.1.1,sec01,R_M1_S27_sec01,Division,,right,300,0,1Wny6Ay2to5qzbihVvvHs1Gfc8KZTIo4H,,,979,,12.34,,,,Right_Golongan_2_2,FALSE,
Kesambi SC.,R_M1_S27,Str,R_Ksb_01,R_Ksb_02,B.Ksb.1.1,B.Ksb.1,sec02,R_M1_S27_sec02,Other,,right,160,0,1AeZz7OXuZKvsKOoUJpM0Io4vI9FrcceJ,,,912,,12.34,,,,Right_Golongan_2_2,FALSE,
Kesambi SC.,R_M1_S27,Str,R_Ksb_02,R_Ksb_03,B.Ksb.1,B.Ksb.2,sec03,R_M1_S27_sec03,Other,,up,180,0,1MwNeWYNYnIABKHk3KWr7K-ikWShOrxrY,,,807,,12.34,,,,Right_Golongan_2_2,FALSE,
Kesambi SC.,R_M1_S27,Str,R_Ksb_03,R_Ksb_04,B.Ksb.2,B.Ksb.3,sec04,R_M1_S27_sec04,Other,,up,180,0,1BxNN9WmvwVs11OsWyAJbFLXoBUryKWVY,,,421,,12.34,,,,Right_Golongan_2_2,FALSE,
Darung SC.,R_M1_S28,Str,R_Sd_15,R_dummy2,B.Sd.6,.,sec01,R_M1_S28_sec01,Division,,right,1250,0,,,,,,12.34,,,,Right_Golongan_2_2,FALSE,
Darung SC.,R_M1_S28,dummy,R_dummy2,R_dummy3,.,.,sec02,,Other,,up,1200,0,,,,,,12.34,,,,Right_Golongan_2_2,FALSE,
Darung SC.,R_M1_S28,dummy,R_dummy3,R_Dr_01,.,B.Dr.1.1,sec03,,Other,,right,230,0,,,,,,12.34,,,,Right_Golongan_2_2,FALSE,
Darung SC.,R_M1_S28,Str,R_Dr_01,R_Dr_02,B.Dr.1.1,B.Dr.1,sec04,R_M1_S28_sec02,Other,,right,310,0,1RLFz6X-CRAoWPHIvfzpkBYUufy7mtdGs,,,"5,029",,12.34,,,,Right_Golongan_2_2,FALSE,
Darung SC.,R_M1_S28,Str,R_Dr_02,R_Dr_03,B.Dr.1,B.Dr.2,sec05,R_M1_S28_sec03,DS,,up,180,0,1ihdE161XdgMH1ABhQAo9FNG3yGB6qCxt,,,"2,773",,12.34,,,,Right_Golongan_2_2,FALSE,
Darung SC.,R_M1_S28,Str,R_Dr_03,R_Dr_04,B.Dr.2,B.Dr.3,sec06,R_M1_S28_sec04,Other,,up,120,0,1X-9_Ml1NStQxU_bJUcf_75sh2168ZXuq,,,"2,586",,12.34,,,,Right_Golongan_2_2,FALSE,
Darung SC.,R_M1_S28,Str,R_Dr_04,R_Dr_05,B.Dr.3,B.Dr.4,sec07,R_M1_S28_sec05,Other,,up,120,0,1RWeeTCLnu8kNIlV9Hej_syS9qLHlKxRb,,,"2,438",,12.34,,,,Right_Golongan_2_2,FALSE,
Darung SC.,R_M1_S28,Str,R_Dr_05,R_Dr_06,B.Dr.4,B.Dr.5.1,sec08,R_M1_S28_sec06,Other,,up,120,0,Not Available,,,"2,240",,12.34,,,,Right_Golongan_2_2,FALSE,
Darung SC.,R_M1_S28,Str,R_Dr_06,R_Dr_07,B.Dr.5.1,B.Dr.5,sec09,R_M1_S28_sec07,Other,,up,120,0,1sybT8uoAXd_NY-5761QER7kV-aIYk34N,,,"2,201",,12.34,,,,Right_Golongan_2_2,FALSE,
Darung SC.,R_M1_S28,Str,R_Dr_07,R_Dr_08,B.Dr.5,B.Dr.6.1,sec10,R_M1_S28_sec08,Other,,up,120,0,Not Available,,,"1,882",,12.34,,,,Right_Golongan_2_2,FALSE,
Darung SC.,R_M1_S28,Str,R_Dr_08,R_Dr_09,B.Dr.6.1,B.Dr.6,sec11,R_M1_S28_sec09,Other,,up,120,0,1ZO8toCbOl6D8l1sIOQ4uoWIHQgjOwYm3,,,"1,703",,12.34,,,,Right_Golongan_2_2,FALSE,
Darung SC.,R_M1_S28,Str,R_Dr_09,R_Dr_10,B.Dr.6,B.Dr.7,sec12,R_M1_S28_sec10,DS,,up,120,0,1-M6Fj5-jpscPBTvcTDc5e9VBBFtdeKRF,,,444,,12.34,,,,Right_Golongan_2_2,FALSE,
Darung SC.,R_M1_S28,Str,R_Dr_10,R_Dr_11,B.Dr.7,B.Dr.8A,sec13,R_M1_S28_sec11,Other,,up,100,0,Not Available,,,240,,12.34,,,,Right_Golongan_2_2,FALSE,
Darung SC.,R_M1_S28,Str,R_Dr_11,R_Dr_12,B.Dr.8A,B.Dr.8,sec14,R_M1_S28_sec12,Other,,up,120,0,1TnuohZ8hSfQUaoYWttEHSnOuza00HEPE,,,240,,12.34,,,,Right_Golongan_2_2,FALSE,
Darung SC.,R_M1_S28,Str,R_Dr_12,R_Dr_13,B.Dr.8,B.Dr.9,sec15,R_M1_S28_sec13,Other,,up,100,0,153-_JkHWfK93By7Tdksze5j5LUsPhBQb,,,75,,12.34,,,,Right_Golongan_2_2,FALSE,
Klontongan SC.,R_M1_S29,Str,R_Dr_02,R_Kl_01,B.Dr.1,B.Kl.1,sec01,R_M1_S29_sec01,Division,,right,450,0,1ihdE161XdgMH1ABhQAo9FNG3yGB6qCxt,,,"2,046",,12.34,,,,Right_Golongan_3_2,FALSE,
Klontongan SC.,R_M1_S29,Str,R_Kl_01,R_Kl_02,B.Kl.1,B.Kl.2.1,sec02,R_M1_S29_sec02,DS,,up,120,0,1nGntMbLtc2FfUMHYXEx673Fh7j5HgZn2,,,"1,343",,12.34,,,,Right_Golongan_3_2,FALSE,
Klontongan SC.,R_M1_S29,Str,R_Kl_02,R_Kl_03,B.Kl.2.1,B.Kl.2,sec03,R_M1_S29_sec03,Other,,up,100,0,10jvMIWhbxzNC7FPxMnJNsgjsMLWhOCXV,,,"1,277",,12.34,,,,Right_Golongan_3_2,FALSE,
Klontongan SC.,R_M1_S29,Str,R_Kl_03,R_Kl_04,B.Kl.2,B.Kl.3,sec04,R_M1_S29_sec04,Other,,up,120,0,1k6OSMJ_XwL_kLat7V3zLgs2qtq5vAlFj,,,"1,003",,12.34,,,,Right_Golongan_3_2,FALSE,
Klontongan SC.,R_M1_S29,Str,R_Kl_04,R_Kl_05,B.Kl.3,B.Kl.4,sec05,R_M1_S29_sec05,Other,,up,120,0,1sGLONcYt1U3QB6rs4fqROfB0nHOpl0Np,,,898,,12.34,,,,Right_Golongan_3_2,FALSE,
Klontongan SC.,R_M1_S29,Str,R_Kl_05,R_Kl_06,B.Kl.4,B.Kl.5,sec06,R_M1_S29_sec06,Other,,up,100,0,1mqX5djUnh9aCMat4RieE2VDZ8gLc8y14,,,506,,12.34,,,,Right_Golongan_3_2,FALSE,
Klontongan SC.,R_M1_S29,Str,R_Kl_06,R_Kl_07,B.Kl.5,B.Kl.6,sec07,R_M1_S29_sec07,Other,,up,100,0,1sJWdqSMtoVM5_nrdOnWt71N4ujL_xU6c,,,322,,12.34,,,,Right_Golongan_3_2,FALSE,
Gunakasian SC.,R_M1_S30,Str,R_Kl_01,R_Gk_01,B.Kl.1,B.Gk.1,sec01,R_M1_S30_sec01,Division,,right,240,0,1nGntMbLtc2FfUMHYXEx673Fh7j5HgZn2,,,317,,12.34,,,,Right_Golongan_3_2,FALSE,
Tarik SC.,R_M1_S31,Str,R_Dr_09,R_Tr_01,B.Dr.6,B.Tr.1,sec01,R_M1_S31_sec01,Division,,right,360,0,1-M6Fj5-jpscPBTvcTDc5e9VBBFtdeKRF,,,346,,12.34,,,,Right_Golongan_2_2,FALSE,
Tarik SC.,R_M1_S31,Str,R_Tr_01,R_Tr_02,B.Tr.1,B.Tr.2,sec02,R_M1_S31_sec02,Other,,up,120,0,1k_q9TCfYHKTyh3-gdwFSMX7_eZG4RVXi,,,207,,12.34,,,,Right_Golongan_2_2,FALSE,
Manggis SC.,R_M1_S32,Str,R_Dr_09,R_Mg_01,B.Dr.6,B.Mg.1,sec01,R_M1_S32_sec01,Division,,left,450,0,1-M6Fj5-jpscPBTvcTDc5e9VBBFtdeKRF,,,744,,12.34,,,,Right_Golongan_3_2,FALSE,
Manggis SC.,R_M1_S32,Str,R_Mg_01,R_Mg_02,B.Mg.1,B.Mg.2,sec02,R_M1_S32_sec02,Other,,up,100,0,1MH8psGnGvS_pqkEyHJJAFTpGDzKO3YuA,,,696,,12.34,,,,Right_Golongan_3_2,FALSE,
Manggis SC.,R_M1_S32,Str,R_Mg_02,R_Mg_03,B.Mg.2,B.Mg.3,sec03,R_M1_S32_sec03,Other,,up,100,0,1gZVeHr-CfYd2kY8k4QdXo724kiL2I6FA,,,587,,12.34,,,,Right_Golongan_3_2,FALSE,
Manggis SC.,R_M1_S32,Str,R_Mg_03,R_Mg_04,B.Mg.3,B.Mg.4,sec04,R_M1_S32_sec04,Other,,up,100,0,1djn7sbVdWAEdkpeDDzb_rhQYgUoe0tS2,,,472,,12.34,,,,Right_Golongan_3_2,FALSE,
Manggis SC.,R_M1_S32,Str,R_Mg_04,R_Mg_05,B.Mg.4,B.Mg.5,sec05,R_M1_S32_sec05,Other,,up,100,0,12map_2-4FsSlrE5QXeYV2H_30lngL7uB,,,317,,12.34,,,,Right_Golongan_3_2,FALSE,
Manggis SC.,R_M1_S32,Str,R_Mg_05,R_Mg_06,B.Mg.5,B.Mg.6,sec06,R_M1_S32_sec06,Other,,up,100,0,11nZK-cXjf2tl_3jQra9DB5tdTxputXmf,,,248,,12.34,,,,Right_Golongan_3_2,FALSE,
Manggis SC.,R_M1_S32,Str,R_Mg_06,R_Mg_07,B.Mg.6,B.Mg.7,sec07,R_M1_S32_sec07,Other,,up,100,0,1MwQ8yLzwVoluHdrT3kdfBJyhMykbCok4,,,95,,12.34,,,,Right_Golongan_3_2,FALSE,
Sondol SC.,R_M1_S33,Str,R_Sd_16,R_So_01,B.Sd.7,B.So.1.1,sec01,R_M1_S33_sec01,Division,,right,270,0,Not Available,,,"3,617",,12.34,,,,Right_Golongan_3_2,FALSE,
Sondol SC.,R_M1_S33,Str,R_So_01,R_So_02,B.So.1.1,B.So.1,sec02,R_M1_S33_sec02,Other,,right,180,0,19NeAC26XJQCtT28Cc7nOHeypod8nyn2a,,,"3,586",,12.34,,,,Right_Golongan_3_2,FALSE,
Sondol SC.,R_M1_S33,Str,R_So_02,R_So_03,B.So.1,B.So.2.1,sec03,R_M1_S33_sec03,Other,,right,180,0,1IO9v6MITsZMQqmBUXgnol72RhVcij6M-,,,"3,480",,12.34,,,,Right_Golongan_3_2,FALSE,
Sondol SC.,R_M1_S33,Str,R_So_03,R_So_04,B.So.2.1,B.So.2,sec04,R_M1_S33_sec04,Other,,right,280,0,154rknxYVjtsz3UO9240vp_ymb3WDxXb0,,,"3,319",,12.34,,,,Right_Golongan_3_2,FALSE,
Sondol SC.,R_M1_S33,Str,R_So_04,R_So_05,B.So.2,B.So.3,sec05,R_M1_S33_sec05,Other,,up,120,0,1HAPufx9zCWBMO-0gZ1FtaaSC--T6wGys,,,"2,964",,12.34,,,,Right_Golongan_3_2,FALSE,
Sondol SC.,R_M1_S33,Str,R_So_05,R_So_06,B.So.3,B.So.4,sec06,R_M1_S33_sec06,Other,,up,120,0,1uffieckrZjSLUUo0bwrZM2Hv1mqv2uOM,,,"2,692",,12.34,,,,Right_Golongan_3_2,FALSE,
Sondol SC.,R_M1_S33,Str,R_So_06,R_So_07,B.So.4,B.So.5,sec07,R_M1_S33_sec07,DS,,up,120,0,1EmPgdaKSpljRYCda0kDHt3GE3vZdM7EE,,,"1,908",,12.34,,,,Right_Golongan_3_2,FALSE,
Sondol SC.,R_M1_S33,Str,R_So_07,R_So_08,B.So.5,B.So.6,sec08,R_M1_S33_sec08,Other,,up,160,0,1vXBv2OGVDZrhA_HoQRECFTaDN4JH02Qr,,,"1,722",,12.34,,,,Right_Golongan_3_2,FALSE,
Sondol SC.,R_M1_S33,Str,R_So_08,R_So_09,B.So.6,B.So.7,sec09,R_M1_S33_sec09,Other,,up,160,0,1KpC9jGAflDjcgP7_enBU80BSsO_7y9vi,,,"1,374",,12.34,,,,Right_Golongan_3_2,FALSE,
Sondol SC.,R_M1_S33,Str,R_So_09,R_So_10,B.So.7,B.So.8,sec10,R_M1_S33_sec10,Other,,up,160,0,1jP0i_OSlqdQjdy53YlzmC5FHGUpAClAr,,,"1,051",,12.34,,,,Right_Golongan_3_2,FALSE,
Sondol SC.,R_M1_S33,Str,R_So_10,R_So_11,B.So.8,B.So.9,sec11,R_M1_S33_sec11,Other,,up,160,0,1RJuhX0EVDSxAjPFtpnfs0e8wSOpioZBT,,,829,,12.34,,,,Right_Golongan_3_2,FALSE,
Sondol SC.,R_M1_S33,Str,R_So_11,R_So_12,B.So.9,B.So.10.1,sec12,R_M1_S33_sec12,Other,,up,120,0,Not Available,,,700,,12.34,,,,Right_Golongan_3_2,FALSE,
Sondol SC.,R_M1_S33,Str,R_So_12,R_So_13,B.So.10.1,B.So.10,sec13,R_M1_S33_sec13,Other,,up,120,0,1DmlQX4M7MuZdKFTd8be3i440cveFh7TS,,,473,,12.34,,,,Right_Golongan_3_2,FALSE,
Sondol SC.,R_M1_S33,Str,R_So_13,R_So_14,B.So.10,B.So.11.1,sec14,R_M1_S33_sec14,Other,,up,120,0,Not Available,,,295,,12.34,,,,Right_Golongan_3_2,FALSE,
Sondol SC.,R_M1_S33,Str,R_So_14,R_So_15,B.So.11.1,B.So.11,sec15,R_M1_S33_sec15,Other,,up,100,0,12cdI6oHm0xDuyVs0PU1tuUoZ5DRno-tp,,,228,,12.34,,,,Right_Golongan_3_2,FALSE,
Cilik SC.,R_M1_S34,Str,R_So_06,R_Cl_01,B.So.4,B.Cl.1,sec01,R_M1_S34_sec01,Division,,left,400,0,1EmPgdaKSpljRYCda0kDHt3GE3vZdM7EE,,,695,,12.34,,,,Right_Golongan_3_2,FALSE,
Cilik SC.,R_M1_S34,Str,R_Cl_01,R_Cl_02,B.Cl.1,B.Cl.2,sec02,R_M1_S34_sec02,Other,,up,120,0,1qb9dn4noxZNinDazFjr9I6b9TqWDRPia,,,555,,12.34,,,,Right_Golongan_3_2,FALSE,
Cilik SC.,R_M1_S34,Str,R_Cl_02,R_Cl_03,B.Cl.2,B.Cl.3,sec03,R_M1_S34_sec03,Other,,up,120,0,1TkJ6p5ehgzqrvqSdFNoTaV59Ss5vlyF9,,,292,,12.34,,,,Right_Golongan_3_2,FALSE,
Teluk Agung SC.,R_M1_S35,Str,R_Sd_16,R_Ta_01,B.Sd.7,B.Ta.1,sec01,R_M1_S35_sec01,Division,,up,120,0,Not Available,,,"3,907",,12.34,,,,Right_Golongan_3_2,FALSE,
Teluk Agung SC.,R_M1_S35,Str,R_Ta_01,R_Ta_02,B.Ta.1,B.Ta.2,sec02,R_M1_S35_sec02,Other,,up,120,0,1Rd9Wtj82YXsDg0p9cb0NamB5EYp49w8p,,,"3,882",,12.34,,,,Right_Golongan_3_2,FALSE,
Teluk Agung SC.,R_M1_S35,Str,R_Ta_02,R_Ta_03,B.Ta.2,B.Ta.3.1,sec03,R_M1_S35_sec03,Other,,up,120,0,Not Available,,,"3,769",,12.34,,,,Right_Golongan_3_2,FALSE,
Teluk Agung SC.,R_M1_S35,Str,R_Ta_03,R_Ta_04,B.Ta.3.1,B.Ta.3,sec04,R_M1_S35_sec04,Other,,up,180,0,1J-E2Vq9awogeB-e4TjLnMu4BNOoiea1G,,,"3,718",,12.34,,,,Right_Golongan_3_2,FALSE,
Teluk Agung SC.,R_M1_S35,Str,R_Ta_04,R_Ta_05,B.Ta.3,B.Ta.4.1,sec05,R_M1_S35_sec05,Other,,up,180,0,Not Available,,,"3,478",,12.34,,,,Right_Golongan_3_2,FALSE,
Teluk Agung SC.,R_M1_S35,Str,R_Ta_05,R_Ta_06,B.Ta.4.1,B.Ta.4,sec06,R_M1_S35_sec06,Other,,up,120,0,1vnDMfpttcv5_UP9sRd4U4elIu8F3p6FO,,,"3,415",,12.34,,,,Right_Golongan_3_2,FALSE,
Teluk Agung SC.,R_M1_S35,Str,R_Ta_06,R_Ta_07,B.Ta.4,B.Ta.5,sec07,R_M1_S35_sec07,Other,,up,120,0,1QXx8qBiT6xITfW8GEQP4dV5XkZQxGH6J,,,"3,299",,12.34,,,,Right_Golongan_3_2,FALSE,
